id,title,screen_size_diagonal,response_time,supported_aspect_ratio,contrast_ratio_static,screen_brightness,supported_resolution,screen_type,number_of_colors
www.ebay.com//22366,"HP Pavilion F2105 21"" Widescreen LCD Monitor Built in Speakers Keyboard Mouse 829160829180 | eBay","21""",16 ms,"16:9, 16:10, 14:9","1000:1,900:1",300 cd/mÂ²,1680 x 1050,"Flat Panel LCD TFT (Active Matrix), LCD",
www.ebay.com//21945,AOC International AOC Professional E2060SWDA 19 5 LED LCD Monitor 16 9 5 MS | eBay,,5 ms,16:9,"20,000,000:1",,1600 x 900,,
www.ebay.com//18423,"AOC LM729 17"" Flat Panel LCD Color Monitor 0685417182244 | eBay",17,12 ms,,450,260 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//22765,"Hewlett Packard Envy 23 23"" Screen 1920 x 1080 LED IPS Lit Monitor with Beats Au",,,,,,,,
www.ebay.com//15363,"Samsung S23A750D 23"" 3D LED Monitor 1920x1080 Fast 2ms Response HDMI DisplayPort | eBay","23""",2 ms,16:9,5000000:1,250 cd/mÂ²,1920 x 1080,LED LCD,
www.ebay.com//20147,"Dell E193FP 19"" LCD Flat Panel LCD TFT Active Matrix Monitor | eBay","19""",16 ms,5:4,500,250 cd/mÂ²,,LCD,
www.ebay.com//21736,Dell E173FPF 17 inch TFT LCD Flat Panel Monitor 1280 x 1024 VGA D Sub | eBay,"17""",5 ms,5:4,800,300 cd/mÂ²,,LCD,
www.ebay.com//22660,New Dell P2214H Monitor Screen LED Lit Widescreen Full HD 1920 x 1080 SEALED | eBay,,,,,,1920 x 1080,LED LCD,
www.ebay.com//18962,"BenQ ULTIMATE XL2420Z 24"" 3D FHD LED Monitor,16:9,1ms,1920x1080,300Nit,1000:1","24""",1 ms,16:9,"12,000,000:1",300 Nit,1920 x 1080,,
www.ebay.com//14203,"Dell U2913WM Black 29"" 8ms GTG HDMI 21 9 Widescreen LED Backlight Height PIV 884116098188 | eBay","29""",8 ms,21:09,1000,300 cd/mÂ²,,IPS,
www.ebay.com//21028,"NEC MultiSync LCD175M BK 17"" LCD Monitor 805736032215 | eBay",,,,,,,,
www.ebay.com//18629,"NEC Mitsubishi LCD4000 BK 40"" Large Screen High Resolution LCD Monitor Display 805736006926 | eBay","40""",23 ms,,600,450 cd/mÂ²,1280 x 768,LCD,
www.ebay.com//19216,"Qnix QX320QHD Super Ultra s 32"" QHD 2560x1440 AH VA Panel 32 inch LED Monitor | eBay","32""",5 ms,16:9,3000:1,300 cd/mÂ²,,LED LCD,
www.ebay.com//19464,"Samsung S22C300H 22"" LED Monitor 1920x1080 HDMI VGA Fast Response High Contrast 887276018898 | eBay",22 (diagonal) widescreen display,"5 ms 5 ms Screen Size: 21.5""",16:9,"1000 MPN: LS22C300HS/ZA 5,000,000:1 Dynamic 1,000:1 Typical",250 cd/mÂ²,1920 x 1080,LED LCD,16.7 Million
www.ebay.com//19745,"Eizo Foris FG2421 23 5"" Gaming LCD Monitor 1920x1080 FG2421 BK Brand New | eBay",,,,,,,,
www.ebay.com//20683,HP 2711X 27 inch LED Monitor Blackhp 2711X 27 inch LED Monitor Blackhp 2711X | eBay,"27""",,,,,,LED LCD,
www.ebay.com//20195,"Dell 1707FP 1708FP 17"" LCD Monitor with VGA and Power Cable 321707725882 | eBay","17""",,,,,,LCD,
www.ebay.com//9871,Samsung S23C570H 132017757001 | eBay,"23""",5 ms,16:9,42,,,LED LCD,
www.ebay.com//19232,"Apple A1081 20"" Cinema Display LCD Monitor w Power Supply A1096 0718908806999 | eBay","20""",16 ms,"16:10, 16:9",400:1,400 cd/mÂ²,1680 x 1050,LCD,
www.ebay.com//19595,"Samsung SyncMaster 173B 17"" Flat Panel LCD Monitor w Built in Speakers 10271587 | eBay","17""",25 ms,5:4,450:1,250 cd/m²,,"Flat Panel LCD TFT (Active Matrix), LCD",
www.ebay.com//9698,3 AOC LCD Monitors Plus Triple Monitor Stand 685417034581 | eBay,"23""",5 ms,16:9,50000000,,,LCD,
www.ebay.com//20904,"HP LA1950 L1940 19"" LCD Monitor DVI VGA Built in USB Hub | eBay","17""",5 ms,5:4,800,300 cd/mÂ²,,LCD,
www.ebay.com//22135,"Samsung SyncMaster SA450 19"" LCD Flat Panel LCD TFT Active Matrix LCD Flat 0729507705781 | eBay","17""",,5:4,450,,1280 x 1024,LCD,
www.ebay.com//23112,"Dell UltraSharp 1703FPT 17"" LCD Monitor w VGA Power Cables 135015 683728214777 | eBay","17""",25 ms,,600,,,LCD,
www.ebay.com//11508,"Dell E197FPB 19"" LCD Monitor TFT Flat Pan VGA 1280x1024 AS501 683728192648 | eBay","19""",8 ms,5:4,500,,,LCD,
www.ebay.com//23497,"Acer Al 1703SM 17"" LCD Monitor 099802239398 | eBay","17""",23 ms,5:4,"400, 450",350 cd/mÂ²,,LCD,
www.ebay.com//20288,"20"" Acer LCD TFT Flat Panel Widescreen Desktop Display Monitor AL2016W S | eBay",,,,,,,,
www.ebay.com//19932,"MIMO 720 s 7"" USB Driven Touchscreen Monitor Floor Model Absolutely Pristine | eBay",,,,400:1,350 cd/m2,,,
www.ebay.com//23388,"HP Elite L2201X 21 5"" Widescreen LED LCD Monitor 886111405862 | eBay","21.5""",16 ms,16:9,5000,250 cd/mÂ²,,LED LCD,
www.ebay.com//21313,"HP W2371D 23"" Widescreen LED Backlit LCD Monitor Nice 886112774035 | eBay","23""",5 ms,16:9,1000,250 cd/mÂ²,1920 x 1080,LED LCD,
www.ebay.com//22200,"Gateway 21 5"" Screen LCD HD DISPLAY1680 x 1050 HDMI VGA DVI Computer Monitor | eBay","21.5""",4 ms,,,,1680 x 1050,LCD,
www.ebay.com//23362,"NEC MultiSync LCD 2090UXI 20"" LCD Monitor Used in EXLNT Cond 90 Day Warranty 805736015331 | eBay","20""",8 ms,4:3,700,,1600 x 1200,LCD,
www.ebay.com//12026,"HP LE1901W 19"" Widescreen LCD Monitor | eBay","19""",5 ms,"16:10, 16:9",1000,250 cd/mÂ²,,LCD,
www.ebay.com//23000,"Insignia 24"" Class 23 5 8"" DIAG LED 1080p 60Hz HDTV | eBay","24""",,,,,,LED LCD,
www.ebay.com//14352,NEC MultiSync P401 40 inch LCD Monitor 1080p | eBay,"40""",,16:9,3000:1,,1920 x 1080,LCD,
www.ebay.com//22424,"Apple Cinema M9177LL A 20"" Widescreen LCD Monitor 0718908806999 | eBay","20""",16 ms,"16:10, 16:9",400,400 cd/mÂ²,1680 x 1050,LCD,
www.ebay.com//11203,"Envision 22"" Monitors | eBay","22""",,,,,,LCD,
www.ebay.com//9472,"Dell E170SC 17"" LCD Monitor Nice Condition Desktop Monitor Flat Panel 890552504862 | eBay","17""",,,,,,LCD,
www.ebay.com//15167,Allen Bradley 6186 M20SS D Versaview 2000M TFT LCD Monitor 60 Days Warranty | eBay,,,,,,,,
www.ebay.com//23110,LG 22 inch Class Slim IPS LED HD Monitor 22EA53T P w Stand and Cables | eBay,"22""",,16:9,,,,IPS,
www.ebay.com//23089,"Viewsonic VG VG930M 19"" LCD Monitor with Built in Speakers 766907227833 | eBay","19""",8 ms,5:4,"600, 700",280 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//20552,"Proview PL766S 17"" LCD Monitor w Built in Speakers Good Security Cam Monitor 0746345367667 | eBay","17"" Features: Built-In Speakers 17"" Features: Built-In Speakers",,,400 UPC: 0746345367667 400 UPC: 0746345367667,,,LCD Video Inputs: VGA D-Sub LCD Video Inputs: VGA D-Sub,
www.ebay.com//21449,"Acer S241HLBMID 24"" 5ms HDMI LED LCD Monitor 250 CD M2 887899062025 | eBay","24""",5 ms,16:9,"100,000,000:1",250 NIT,1920 x 1080,LED LCD,
www.ebay.com//14932,"NEC MultiSync P241W 24"" Widescreen LCD Monitor 767035138275 | eBay","24""",,16:10,1000,,,LCD,
www.ebay.com//12266,"Asus MB168B 15 6"" LED LCD Monitor 16 9 11 MS MB168B | eBay",,11 ms,16:9,500:1,,1366 x 768,,
www.ebay.com//14362,"AOC E1649FWU 16"" Portable LED USB Monitor Brand New Open Box | eBay","15.6""",16 ms,16:9,500,200 cd/mÂ²,,LED LCD,
www.ebay.com//21645,"Dell 17"" inch LCD Flat Panel Monitor E171FP 1280x1024 VGA 250 CD M2 350 1 Home | eBay","17""",25 ms,5:4,350,250 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//20648,"New Samsung 24"" Class S24D300HL 23 6"" LED LCD 16 9 5 MS 1920 x 1080 HDMI VGA | eBay",,5MS (GTG),16:9,,200CD/M2,1920 X 1080,,
www.ebay.com//11752,"LaCie 319 19"" LCD Field Monitor Professional Video Equipment Pro 093053626648 | eBay",21,20 ms,4:3,,250 cd/mÂ²,,LCD,
www.ebay.com//19199,"Westinghouse 19"" Moniter | eBay","19""",,,,,1280 x 1024,LED LCD,
www.ebay.com//20513,Dell U2412M UltraSharp 24 inch Widescreen Flat Panel Monitor with LED 884116064244 | eBay,"24""",,,,,,LCD,
www.ebay.com//9814,"HP Compaq WF1907 19"" Widescreen LCD Monitor Very Nice 0882780774438 | eBay","19""",5 ms,16:10,800,300 cd/mÂ²,,LCD,
www.ebay.com//22297,Gateaway PFD1530 LCD Monitor | eBay,"15""",,,,,,LCD,
www.ebay.com//20723,"Canvys 19"" Medical Grade Touchscreen LCD Monitor Model GOV950AM | eBay","19""",,,,,,LCD,
www.ebay.com//23611,"Dell UltraSharp U2711 27"" Widescreen LCD Monitor | eBay","27""",6 ms,16:9,1000,350 cd/mÂ²,,LCD,
www.ebay.com//10855,"Viewsonic VSD241 8 GB Tablet 23 8"" NVIDIA Tegra 3 T33 1 70 GHz | eBay",,,16:9,,,,,
www.ebay.com//9806,Allen Bradley 2711 KC1 F PanelView 1200 Keypad Color RS 232 Rio Warranty | eBay,,,,,,,,
www.ebay.com//19662,"Local Pick Up Only Dell 19"" LCD Monitor s N 965 16WL | eBay","19""",,15:9,,,,LCD,
www.ebay.com//20637,"Dell 1905FP 19"" LCD Monitor VGA DVI with Speaker 0683728159351 | eBay","19""",20 ms,5:4,800,250 cd/mÂ²,,LCD,
www.ebay.com//19927,"ELO Touch Intellitouch 1515L 15"" Touch Screen Monitor ET1515L 8CWC 1 GY G | eBay","15""",22 ms,4:3,500:1,,1024 x 768,"LCD, Touch Screen, Touch Screen LCD, Touch Screen LCD Touch Screen LCD, Touch Screen LCD Touch Screen LCD Touch Screen LCD LCD Touch Screen",
www.ebay.com//22467,"AOC LM 520 15"" LCD Monitor Looks and Works Good 685417121045 | eBay","15""",40 ms,4:3,300,250 cd/mÂ²,,LCD,
www.ebay.com//21282,"Acer 27"" Black G276HL Gbmid 6MS HDMI Widescreen LED Backlight LCD Monitor | eBay","27""",,,,,,LED LCD,
www.ebay.com//15458,"NEC Display E424 42"" 1080p LED LCD TV 16 9 HDTV 1080p 805736046663 | eBay","42""",9 ms,16:9,1200,360 Nit,1080p,LED LCD,
www.ebay.com//11756,"Asus VE198T 19"" Widescreen Flat Panel LED Monitor 4719543326008 | eBay","19""",,,,,,LED LCD,
www.ebay.com//20127,"Samsung SyncMaster S23A300B 23"" Widescreen LED LCD Monitor 729507816012 | eBay","23""",5 ms,16:9,3000,250 cd/mÂ²,1920 x 1080,LED LCD,
www.ebay.com//23672,"Viewsonic VA2446M LED 24"" Full HD LED Monitor 1080p 5ms 10M 1 Built in Spea 766907722949 | eBay","24""",5 ms,16:9,1000,300 cd/mÂ²,,LED LCD,
www.ebay.com//9593,"LG 34UM65 P 34"" 21 9 IPS 2560x1080 Ultrawide DVI DisplayPort HDMI 34inch Monitor | eBay","34""",5 ms,21:9,1000:1,300 cd/mÂ²,2560 x 1080,LED LCD,
www.ebay.com//16925,"Dell 19"" Flat Panel LCD Monitor 1908FPB 813403015317 | eBay","19""",,,,,,LCD,
www.ebay.com//21395,"New SEALED Dell s Series S2340L 23"" Widescreen LED LCD Monitor 5397063171330 | eBay","23""",7 ms,16:9,1000,250 cd/mÂ²,,LED LCD,
www.ebay.com//11060,"24"" LG 24EN33TW DVI 1080p Widescreen Ultra Slim LED LCD Monitor w HDCP | eBay","24""",,16:9,"10,000,000:1 dynamic contrast ratio",200 cd/mÂ²,,LED LCD,
www.ebay.com//18359,"V7 LED185W2S 9N 19"" LED LCD Monitor 16 9 5 MS IGRMQR9317 662919048049 | eBay","19""",19 ms,16:9,800,200 Nit,,LED LCD,
www.ebay.com//21243,"New Yamakasi Q270 Jupiter LED 27"" DP DVI D Sub HDMI 2560x1440 Computer Monitor | eBay","27""",6 ms,16:9,1000:1,380 cd/mÂ²,2560 x 1440,LED LCD,
www.ebay.com//14820,Viewsonic Professional VP2365 LED Widescreen LCD Monitor 23 LED 6MS 16 | eBay,,6 ms,16:9,42,,1920 x 1080,LED LCD,
www.ebay.com//11620,"Lot 4 Dell UltraSharp 17"" LCD Monitor 1708FP 4 Port USB Hub VGA DVI PM372 G302H 321707725882 | eBay","17""",5 ms,4:3,800:1,300 cd/mÂ²,,LCD,
www.ebay.com//18673,"Apple Cinema Cinema HD Display 30"" LCD Monitor A1083 | eBay","30""",,,400,,2560 x 1600,LCD,
www.ebay.com//18944,Asus PQ321Q Ultra HD 4K 31 5 inch Monitor | eBay,,8 ms,16:9,800,,,LED LCD,
www.ebay.com//20820,"Dell E152FP 15"" Flat Panel TFT LCD Computer Monitor Tested Free Shipping | eBay","15""",25 ms,4:3,"400, 300",250 cd/mÂ²,1024 x 768,LCD,
www.ebay.com//21400,"Acer B296CL 29"" LED LCD Monitor 21 9 8 MS SYNX3633600 | eBay","29""",8 ms,21:9,"100,000,000:1",300 Nit,2560 x 1080,,
www.ebay.com//22355,"HP L1940T EM869A 19"" LCD Flat Panel Monitor with Stand ""D"" Grade | eBay","19""",,,700:1,300 cd/mÂ²,,LCD,
www.ebay.com//19848,"Samsung SyncMaster 2493HM 24"" LCD Full HD Blu Ray Computer Monitor DVI VGA HDMI 729507802589 | eBay","24""",5 ms,16:10,1000,400 cd/mÂ²,,LCD,
www.ebay.com//15044,"Lilliput 8"" UM 80 C T USB Power on Touch Screen Monitor by Viviteq 6907277006688 | eBay","8""",,4:3,500 :1,250 cd/mÂ²,,LCD,
www.ebay.com//22079,"DoubleSight Displays DS 2200WA 21 5"" LCD Monitor 16 9 5 MS 816220000030 | eBay",,,16:9,,,,,
www.ebay.com//16249,"Crossover Black Tune 30x Driver IPS LED 30"" WQHD DVI HDMI DP 2560x1600 Monitor | eBay","30""",,16:9,1000:1,350 cd/mÂ²,2560 x 1600,LED LCD,
www.ebay.com//22559,"HP LA2205WG NM274A 22"" LCD DVI VGA Display Port 1680 x 1050 Tested | eBay","22""",,,,,,LCD,
www.ebay.com//12028,"Apple Cinema MC007LL A 27"" Widescreen LED Monitor with Built in Speakers A | eBay","27""",,,,,,LED LCD,
www.mrhightech.com//139,NEC MultiSync E223W - MrHighTech Shop,55.87 cm,5 ms,16:10,1000:1,250 cd/m²,"1280 x 960, 1366 x 768, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 720 (HD 720), 1280 x 768 (WXGA), 1360 x 768 (WXGA), 1400 x 1050 (SXGA+), 1440 x 900 (WXGA+), 1600 x 1200 (UXGA), 1680 x 1050 (WSXGA+), 640 x 480 (VGA), 800 x 600 (SVGA)",TN+Film,16.77 M
www.mrhightech.com//161,Samsung LS22C65UDC LED display - MrHighTech Shop,"546.1 mm (21.5 "")",5 ms,16:9,1000:1,250 cd/m²,1920 x 1080 pixels,AD-PLS,16.77 M
www.mrhightech.com//105,Benq GL955A - MrHighTech Shop,46.9 cm,5 ms,16:9,600:1,200 cd/m²,1366 ? 768,TN+Film,16.77 M
www.mrhightech.com//77,Samsung LS27C45KBSV LED display - MrHighTech Shop,66.5 cm,5 ms,,,300 cd/m²,1920 x 1080 (HD 1080),TN+Film,16.77 M
www.mrhightech.com//26,Philips 220P4LPYEB - MrHighTech Shop,55.9 cm,5 ms,16:10,1000:1,250 cd/m²,1680 x 1050 (WSXGA+),LED,16.77 M
www.mrhightech.com//138,NEC P242W - MrHighTech Shop,61.1 cm,8 ms,16:10,,350 cd/m²,"720 x 400, 720 x 480, 720 x 576, 1152 x 870, 1200 x 1920, 1280 x 960, 1024 x 768 (XGA), 1152 x 864 (XGA+), 1280 x 1024 (SXGA), 1280 x 720 (HD 720), 1600 x 1200 (UXGA), 1920 x 1080 (HD 1080), 640 x 480 (VGA), 800 x 600 (SVGA)",IPS,16.77 M
www.mrhightech.com//140,Philips 249C4QHSB - MrHighTech Shop,61 cm,6 ms,16:9,5000:1,250 cd/m²,1920 x 1080 (HD 1080),A-MVA,16.77 M
www.mrhightech.com//108,Samsung NS190 Thin Client Monitor - MrHighTech Shop,"482.6 mm (19 "")",5 ms,16:10,1000:1,250 cd/m²,1440 x 900 (WXGA+),LED,16.77 M
www.mrhightech.com//29,Wortmann AG 1940HA - MrHighTech Shop,48.2 cm,5 ms,5:4,,250 cd/m²,1280 x 1024 (SXGA),TN+Film,16.77 M
www.mrhightech.com//62,Philips 273V5LHSB - MrHighTech Shop,68.6 cm,5 ms,16:9,1000:1,300 cd/m²,1920 x 1080 pixels,LCD/TFT,16.77 M
www.mrhightech.com//136,ASUS VE228DR - MrHighTech Shop,54.6 cm,5 ms,16:9,,250 cd/m²,1080p,LCD,16.77 M
www.mrhightech.com//21,Edge10 ET185a - MrHighTech Shop,47 cm,5 ms,16:9,1000:1,250 cd/m²,1366 x 768,LED,16.77 M
www.mrhightech.com//146,Samsung LS22C45KBWV LED display - MrHighTech Shop,"558.8 mm (22 "")",5 ms,16:10,1000:1,250 cd/m²,1680 x 1050 (WSXGA+),TN+Film,16.77 M
www.mrhightech.com//131,ASUS PA248Q - MrHighTech Shop,61.13 cm,6 ms,16:10,,300 cd/m²,1920 x 1200 (WUXGA),IPS,16.77 M
www.mrhightech.com//171,HP VM617A4 - MrHighTech Shop,"762 mm (30 "")",7 ms,16:10,1000:1,370 cd/m²,2560 x 1600 (WQXGA),,1070 M
www.mrhightech.com//100,Viewsonic LED LCD VA1948M-LED - MrHighTech Shop,"482.6 mm (19 "")",5 ms,16:9,1000:1,250 cd/m²,1440 x 900 pixels,,16.77 M
www.mrhightech.com//97,DELL UltraSharp U2913WM LED display - MrHighTech Shop,73.02 cm,8 ms,21:9,1000:1,300 cd/m²,2560 x 1080,IPS,16.77 M
www.mrhightech.com//78,AG Neovo DR-17P - MrHighTech Shop,43.2 cm,3 ms,5:4,1000:1,250 cd/m²,1280 x 1024 (SXGA),LCD,16.77 M
www.mrhightech.com//91,ASUS VG27AH - MrHighTech Shop,68.6 cm,5 ms,16:9,,250 cd/m²,1920 x 1080 (HD 1080),IPS,16.77 M
www.mrhightech.com//152,Eizo FlexScan  21.3 inch LCD - MrHighTech Shop,"541 mm (21.3 "")",8 ms,,900:1,300 cd/m²,1600 x 1200 pixels,,
www.mrhightech.com//141,iiyama ProLite XB2783HSU - MrHighTech Shop,68.6 cm,4 ms,"5:4, 16:9",3000:1,300 cd/m²,1080p,A-MVA,16.77 M
www.mrhightech.com//147,LG 22EA63V - MrHighTech Shop,54.6 cm,5 ms,16:9,1000:1,250 cd/m²,1080p,IPS,16.77 M
www.mrhightech.com//68,Viewsonic LED LCD VX2370SMH-LED LED display - MrHighTech Shop,"584.2 mm (23 "")",7 ms,16:9,1000:1,250 cd/m²,1920 x 1080 (HD 1080),IPS,16.77 M
www.mrhightech.com//134,AOC E960SRDA LED display - MrHighTech Shop,48.3 cm,5 ms,5:4,1000:1,250 cd/m²,1280 x 1024 (SXGA),LED,16.77 M
www.mrhightech.com//143,LG 23CAV42K - MrHighTech Shop,58 cm,14 ms,16:9,1000:1,250 cd/m²,1920 x 1080 (HD 1080),IPS,16.77 M
www.mrhightech.com//69,iiyama ProLite E1706S-1 - MrHighTech Shop,"431.8 mm (17 "")",2 ms,5:4,800:1,250 cd/m²,1280 x 1024 pixels,,
www.mrhightech.com//52,LG 29EB73-P LED display - MrHighTech Shop,"736.6 mm (29 "")",14 ms,21:9,1000:1,300 cd/m²,2560 x 1080,IPS,16.77 M
www.mrhightech.com//1,Philips 221B3LPCB/02 LED display - MrHighTech Shop,54.6 cm,5 ms,,1000:1,250 cd/m²,1920 x 1080 (HD 1080),LED,16.77 M
www.mrhightech.com//4,Wortmann AG Terra LED/LCD 2310W - MrHighTech Shop,58.4 cm,5 ms,16:9,,250 cd/m²,"1080i, 1080p, 480i, 480p, 576i, 576p, 720p",TN+Film,
www.mrhightech.com//103,Eizo EV2336WFS-BK - MrHighTech Shop,58 cm,6 ms,16:9,1000:1,250 cd/m²,1080p,IPS,16.77 M
www.mrhightech.com//106,AG Neovo X-19 - MrHighTech Shop,"482.6 mm (19 "")",3 ms,,3000:1,250 cd/m²,1280 x 1024 (SXGA),LCD,16.77 M
www.mrhightech.com//16,iiyama ProLite E2280HS-1 - MrHighTech Shop,"546.1 mm (21.5 "")",5 ms,16:9,1000:1,250 cd/m²,1920 x 1080 pixels,TN+Film,16.77 M
www.mrhightech.com//47,Packard Bell Maestro 236DBD - MrHighTech Shop,58 cm,,16:9,,250 cd/m²,1920 x 1080 pixels,LCD,
www.mrhightech.com//37,Acer V 226WLbmd - MrHighTech Shop,"558.8 mm (22 "")",5 ms,16:10,,250 cd/m²,1680 x 1050 (WSXGA+),TN+Film,16.77 M
www.mrhightech.com//54,ASUS 22T1EH - MrHighTech Shop,"546.1 mm (21.5 "")",5 ms,16:9,1000:1,250 cd/m²,1920 x 1080 (HD 1080),LED,
www.mrhightech.com//27,Wortmann AG 3031191 LED display - MrHighTech Shop,54.6 cm,5 ms,16:9,,250 cd/m²,"1080i, 1080p, 480i, 480p, 576i, 576p, 720p",TN+Film,16.77 M
www.mrhightech.com//44,Edge10 C171 LCD Monitor - MrHighTech Shop,"431.8 mm (17 "")",5 ms,,450:1,300 cd/m²,1280 x 1024 pixels,,16.2 M
www.mrhightech.com//36,DELL P Series 2714H - MrHighTech Shop,68.6 cm,8 ms,,1000:1,300 cd/m²,1920 x 1080 (HD 1080),IPS,16.77 M
www.mrhightech.com//5,ASUS VB178TL - MrHighTech Shop,43.2 cm,5 ms,5:4,1000:1,250 cd/m²,1280 x 1024 (SXGA),LCD,16.77 M
www.mrhightech.com//8,Hanns.G HE195APB - MrHighTech Shop,47 cm,5 ms,16:9,1000:1,200 cd/m²,1366 ? 768,LED,16.77 M
www.mrhightech.com//50,Philips 234E5QHSB - MrHighTech Shop,58.4 cm,5 ms,16:9,1000:1,250 cd/m²,1080p,IPS,16.77 M
www.mrhightech.com//65,AG Neovo X-15W White - MrHighTech Shop,"381 mm (15 "")",4 ms,,,320 cd/m²,1024 x 768 pixels,,
www.mrhightech.com//157,iiyama ProLite GB2773HS-1 - MrHighTech Shop,"685.8 mm (27 "")",1 ms,16:9,,300 cd/m²,1920 x 1080 (HD 1080),LED,16.77 M
www.mrhightech.com//61,Viewsonic Value Series VA2349S - MrHighTech Shop,"584.2 mm (23 "")",5 ms,,1000:1,250 cd/m²,1080p,LCD,
www.mrhightech.com//163,Benq GW2450HM - MrHighTech Shop,"609.6 mm (24 "")",,16:9,3000:1,250 cd/m²,1920 x 1080 pixels,LED,16.77 M
www.mrhightech.com//32,iiyama ProLite E2083HD-1 - MrHighTech Shop,"495.3 mm (19.5 "")",5 ms,16:9,1000:1,250 cd/m²,1600 x 900,TN+Film,16.77 M
www.mrhightech.com//124,NEC E224WI-BK - MrHighTech Shop,"546.1 mm (21.5 "")",6 ms,16:9,,250 cd/m²,1080p,LED,16.77 M
www.mrhightech.com//94,Viewsonic LED LCD VX2270Smh-LED - MrHighTech Shop,"546.1 mm (21.5 "")",7 ms,,1000:1,250 cd/m²,1920 x 1080 (HD 1080),IPS,
www.mrhightech.com//24,HP EliteDisplay E231 - MrHighTech Shop,58.42 cm,5 ms,16:9,1000:1,250 cd/m²,1080p,TN+Film,16.77 M
www.mrhightech.com//164,Philips 220B4LPCS - MrHighTech Shop,55.9 cm,5 ms,16:10,1000:1,250 cd/m²,1680 x 1050 (WSXGA+),LCD,16.77 M
www.mrhightech.com//9,iiyama ProLite XB2483HSU - MrHighTech Shop,"609.6 mm (24 "")",4 ms,16:9,3000:1,250 cd/m²,1080p,A-MVA,16.77 M
www.mrhightech.com//172,ASUS VS228DE - MrHighTech Shop,54.6 cm,5 ms,16:9,,200 cd/m²,1920 x 1080 (HD 1080),LED,16.77 M
www.mrhightech.com//86,LG IPS277L - MrHighTech Shop,68.6 cm,5 ms,16:9,1000:1,250 cd/m²,1920 x 1080 (HD 1080),IPS,16.77 M
www.mrhightech.com//19,Philips 240P4QPYES - MrHighTech Shop,61 cm,14 ms,16:10,1000:1,300 cd/m²,1920 x 1200 (WUXGA),IPS,16.77 M
www.mrhightech.com//95,AG Neovo X-17P - MrHighTech Shop,43.18 cm,3 ms,5:4,1000:1,250 cd/m²,1280 x 1024 (SXGA),LCD,16.77 M
www.mrhightech.com//126,AOC e2343F - MrHighTech Shop,"584.2 mm (23 "")",5 ms,16:9,,250 cd/m²,1920 x 1080 pixels,,
www.mrhightech.com//41,Wortmann AG 3031166 - MrHighTech Shop,"546.1 mm (21.5 "")",5 ms,16:9,,250 cd/m²,1920 x 1080 (HD 1080),LED,16.77 M
www.mrhightech.com//0,Philips 231P4UPES - MrHighTech Shop,58.4 cm,5 ms,16:9,1000:1,250 cd/m²,1920 x 1080 (HD 1080),LCD,16.77 M
www.mrhightech.com//112,DELL E2210 - MrHighTech Shop,"558.8 mm (22 "")",5 ms,16:10,1000:1,250 cd/m²,1680 x 1050 pixels,,
www.mrhightech.com//125,Philips 273E3LHSB - MrHighTech Shop,68.6 cm,3.5 ms,16:9,1200:1,300 cd/m²,1080p,LED,16.77 M
www.mrhightech.com//23,iiyama ProLite B2780HSU-2 - MrHighTech Shop,"685.8 mm (27 "")",1 ms,16:9,1000:1,300 cd/m²,"1280 x 1024 (SXGA), 1920 x 1080 (HD 1080)",TN+Film,16.77 M
www.mrhightech.com//34,Edge10 EF190a - MrHighTech Shop,48.4 cm,5 ms,16:10,1000:1,300 cd/m²,1440 x 900,LED,16.77 M
www.mrhightech.com//80,Viewsonic LED LCD VG2039M-LED LED display - MrHighTech Shop,50.8 cm,5 ms,16:9,1000:1,250 cd/m²,"1600 x 900, 1280 x 1024 (SXGA)",LED,
www.mrhightech.com//150,Benq BL902TM - MrHighTech Shop,"482.6 mm (19 "")",5 ms,5:4,1000:1,250 cd/m²,1280 x 1024 pixels,,
www.mrhightech.com//42,ASUS VS238N - MrHighTech Shop,58.4 cm,5 ms,16:9,,250 cd/m²,1920 x 1080 (HD 1080),LED,16.77 M
www.mrhightech.com//158,AOC E2470SWHE LED display - MrHighTech Shop,59.9 cm,5 ms,16:9,1000:1,250 cd/m²,1920 x 1080 pixels,LCD,16.77 M
www.mrhightech.com//162,Philips 240P4QPYNS - MrHighTech Shop,61 cm,14 ms,16:10,1000:1,300 cd/m²,1920 x 1200 pixels,IPS,16.77 M
www.mrhightech.com//55,Philips 273V5LHAB - MrHighTech Shop,68.6 cm,5 ms,16:9,1000:1,300 cd/m²,1920 x 1080 pixels,LCD/TFT,16.77 M
www.mrhightech.com//73,LG 29EA73-P - MrHighTech Shop,"736.6 mm (29 "")",5 ms,21:9,,300 cd/m²,2560 x 1080,IPS,16.77 M
www.mrhightech.com//75,AG Neovo U-17 - MrHighTech Shop,43.2 cm,3 ms,"4:3, 5:4",1000:1,250 cd/m²,1280 x 1024 (SXGA),LCD,16.77 M
www.mrhightech.com//57,"Wortmann AG Terra 2455W, Greenline Plus - MrHighTech Shop",59.9 cm,5 ms,16:9,,250 cd/m²,"1080i, 1080p, 480i, 480p, 576i, 576p, 720p",TN+Film,16.77 M
